Timestamp,Gas Flow (slm),Lab Temperature (C),Lab Pressure (kPa),Gas Sensor Temperature (C),Humidity (%RH)
2026-03-28 23:14:42.6,1.7,25.0,97.1,24.4,31.9
2026-03-28 23:14:43.3,1.7,25.0,97.1,24.4,31.9
2026-03-28 23:14:43.4,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:43.7,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:44.2,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:44.5,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:44.6,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:44.7,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:45.3,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:45.4,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:45.8,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:46.2,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:46.5,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:46.6,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:46.9,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:47.3,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:47.4,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:47.9,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:48.2,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:48.5,1.7,25.0,97.1,24.4,31.9
2026-03-28 23:14:48.6,1.7,25.0,97.1,24.4,31.9
2026-03-28 23:14:49.0,1.7,25.0,97.1,24.4,31.9
2026-03-28 23:14:49.3,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:49.4,1.7,25.0,97.1,24.3,31.9
2026-03-28 23:14:50.0,0.1,25.0,97.1,24.3,31.9
2026-03-28 23:14:50.2,0.1,25.0,97.1,24.3,31.9
2026-03-28 23:14:50.5,0.1,25.0,97.1,24.3,31.9
2026-03-28 23:14:50.6,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:51.1,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:51.3,0.0,25.0,97.1,24.3,31.9
2026-03-28 23:14:51.4,0.0,25.0,97.1,24.3,31.9
2026-03-28 23:14:52.1,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:52.2,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:52.5,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:52.6,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:53.2,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:53.3,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:53.4,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:54.2,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:54.3,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:54.3,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:54.5,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:54.6,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:55.3,0.0,25.0,97.1,24.3,31.9
2026-03-28 23:14:55.3,0.0,25.0,97.1,24.3,31.9
2026-03-28 23:14:55.4,0.0,25.0,97.1,24.3,31.9
2026-03-28 23:14:56.2,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:56.3,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:56.6,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:56.6,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:57.3,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:57.4,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:57.4,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:58.2,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:58.4,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:58.5,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:58.6,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:59.3,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:59.4,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:14:59.5,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:00.1,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:00.2,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:00.5,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:00.5,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:00.6,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:01.3,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:01.4,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:01.6,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:02.1,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:02.2,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:02.5,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:02.6,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:02.6,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:03.3,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:03.4,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:03.7,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:04.1,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:04.3,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:04.5,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:04.7,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:04.8,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:05.3,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:05.4,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:05.8,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:06.1,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:06.2,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:06.5,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:06.6,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:06.9,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:07.3,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:07.4,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:07.9,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:08.1,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:08.2,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:08.5,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:08.6,-0.0,25.0,97.1,24.3,31.9
2026-03-28 23:15:09.0,-0.0,25.0,97.1,24.3,31.9
2026-03-28 23:15:09.3,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:09.4,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:10.0,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:10.1,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:10.3,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:10.5,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:10.6,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:11.1,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:11.3,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:11.4,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:12.1,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:12.1,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:12.2,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:12.5,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:12.6,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:13.2,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:13.3,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:13.4,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:14.1,-0.0,25.0,97.1,24.5,31.9
2026-03-28 23:15:14.2,-0.0,25.0,97.1,24.5,31.9
2026-03-28 23:15:14.3,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:14.5,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:14.6,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:15.3,0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:15.3,0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:15.4,0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:16.1,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:16.2,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:16.3,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:16.5,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:16.6,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:17.3,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:17.4,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:17.4,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:18.1,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:18.2,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:18.4,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:18.5,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:18.6,-0.0,25.0,97.1,24.5,31.9
2026-03-28 23:15:19.3,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:19.4,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:19.5,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:19.6,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:19.6,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:19.7,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:19.7,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:19.8,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:19.8,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:19.9,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:19.9,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:20.0,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:20.0,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:20.1,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:20.2,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:20.5,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:20.5,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:20.6,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:21.3,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:21.4,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:21.6,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:22.1,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:22.2,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:22.5,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:22.6,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:22.6,-0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:23.3,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:23.4,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:23.7,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:24.1,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:24.2,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:24.5,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:24.6,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:24.8,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:25.3,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:25.4,0.0,25.0,97.1,24.4,31.9
2026-03-28 23:15:25.8,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:26.1,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:26.2,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:26.5,-0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:26.6,-0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:26.9,-0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:27.3,0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:27.4,0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:27.9,0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:28.1,-0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:28.2,-0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:28.5,-0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:28.6,-0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:29.0,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:29.3,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:29.4,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:30.0,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:30.1,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:30.2,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:30.5,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:30.6,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:31.1,0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:31.3,0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:31.4,0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:32.1,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:32.1,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:32.2,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:32.5,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:32.6,-0.0,25.0,97.1,24.4,32.0
2026-03-28 23:15:33.2,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:33.3,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:33.4,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:34.1,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:34.2,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:34.3,0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:34.5,-0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:34.6,-0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:35.3,-0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:35.3,-0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:35.4,-0.0,25.0,97.1,24.5,32.0
2026-03-28 23:15:36.1,0.0,25.0,97.1,24.5,32.0
