Timestamp,Gas Flow (slm),Lab Temperature (C),Lab Pressure (kPa),Gas Sensor Temperature (C),Humidity (%RH)
2026-03-28 23:10:09.4,0.9,24.9,97.1,24.4,31.4
2026-03-28 23:10:10.0,0.9,24.9,97.1,24.4,31.4
2026-03-28 23:10:10.6,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:11.1,0.9,24.9,97.1,24.4,31.4
2026-03-28 23:10:11.3,0.9,24.9,97.1,24.4,31.4
2026-03-28 23:10:11.4,0.9,24.9,97.1,24.4,31.4
2026-03-28 23:10:12.1,0.9,24.9,97.1,24.4,31.4
2026-03-28 23:10:12.6,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:13.2,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:13.3,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:13.4,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:14.2,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:14.6,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:15.3,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:15.3,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:15.4,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:16.3,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:16.6,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:17.3,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:17.4,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:17.4,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:18.4,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:18.6,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:19.3,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:19.4,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:19.5,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:20.5,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:20.6,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:21.3,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:21.4,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:21.6,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:22.6,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:22.6,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:23.3,0.9,24.9,97.1,24.1,31.4
2026-03-28 23:10:23.4,0.9,24.9,97.1,24.1,31.4
2026-03-28 23:10:23.7,0.9,24.9,97.1,24.1,31.4
2026-03-28 23:10:24.6,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:24.7,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:25.3,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:25.4,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:25.8,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:26.6,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:26.8,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:27.3,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:27.4,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:27.9,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:28.6,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:29.0,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:29.3,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:29.4,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:30.0,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:30.6,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:31.1,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:31.3,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:31.4,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:32.1,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:32.6,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:33.2,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:33.3,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:33.4,0.9,24.9,97.1,24.2,31.4
2026-03-28 23:10:34.2,0.9,24.9,97.1,24.3,31.4
2026-03-28 23:10:34.6,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:35.3,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:35.3,-0.0,24.9,97.1,24.2,31.4
2026-03-28 23:10:35.4,-0.0,24.9,97.1,24.2,31.4
2026-03-28 23:10:36.3,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:36.6,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:37.3,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:37.4,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:37.4,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:38.4,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:38.6,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:39.3,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:39.4,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:39.5,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:40.5,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:40.6,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:41.3,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:41.4,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:41.6,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:42.6,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:42.6,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:43.3,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:43.4,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:43.7,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:44.6,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:44.7,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:45.3,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:45.4,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:45.8,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:46.6,-0.0,24.9,97.1,24.2,31.4
2026-03-28 23:10:46.8,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:47.3,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:47.4,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:47.9,-0.0,24.9,97.1,24.4,31.4
2026-03-28 23:10:48.6,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:48.9,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:49.3,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:49.4,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:50.0,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:50.6,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:51.0,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:51.3,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:51.4,-0.0,24.9,97.1,24.3,31.4
2026-03-28 23:10:52.1,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:10:52.6,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:10:53.1,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:10:53.3,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:10:53.4,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:10:54.2,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:10:54.6,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:10:55.3,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:10:55.3,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:10:55.4,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:10:56.3,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:10:56.6,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:10:57.3,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:10:57.4,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:10:57.4,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:10:58.4,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:10:58.6,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:10:59.3,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:10:59.4,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:10:59.5,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:00.5,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:00.6,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:01.3,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:01.4,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:01.6,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:02.6,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:02.6,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:03.3,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:03.4,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:03.7,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:04.6,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:04.7,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:05.3,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:05.4,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:05.8,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:06.6,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:06.8,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:07.3,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:07.4,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:07.9,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:08.6,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:08.9,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:09.3,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:09.4,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:10.0,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:10.6,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:11.0,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:11.3,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:11.4,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:12.1,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:12.6,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:13.2,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:13.3,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:13.4,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:14.2,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:14.6,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:15.3,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:15.3,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:15.4,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:16.3,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:16.6,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:17.3,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:17.4,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:17.4,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:18.4,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:18.6,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:19.3,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:19.4,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:19.5,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:20.5,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:20.6,-0.0,24.9,97.1,24.3,31.5
2026-03-28 23:11:21.3,-0.0,24.9,97.1,24.3,31.6
2026-03-28 23:11:21.4,-0.0,24.9,97.1,24.3,31.6
2026-03-28 23:11:21.6,-0.0,24.9,97.1,24.3,31.6
2026-03-28 23:11:22.6,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:22.6,-0.0,24.9,97.1,24.4,31.5
2026-03-28 23:11:23.3,-0.0,24.9,97.1,24.3,31.6
